Year,Country,Core_CPI,Inflation,Exports,Foreign_Reserves,GDP,Imports,Industrial_Production,Exchange_Rate,Retail_Sales,Stock_Market,Total_Reserves,Unemployment
2001,"Egypt, Arab Rep.",64.7717,3.753451,243224.5,1.101852,82759.02,220158.0,80200000000.0,4.051968,91.92693,73.66847,14091.33,10.41368
2002,"Egypt, Arab Rep.",64.7717,3.753451,243224.5,1.150039,170059.8,220158.0,80200000000.0,4.628127,91.92693,73.66847,14436.5,10.41368
2003,"Egypt, Arab Rep.",64.7717,3.753451,243224.5,1.334686,176280.0,220158.0,80200000000.0,5.879147,91.92693,73.66847,14814.05,10.41368
2004,"Egypt, Arab Rep.",64.7717,3.753451,243224.5,1.202994,183441.0,220158.0,80200000000.0,6.205111,91.92693,73.66847,15453.0,10.75131
2005,"Egypt, Arab Rep.",65.7265,3.753451,243224.5,1.104658,193765.6,220158.0,80200000000.0,5.791322,91.92693,73.66847,21915.0,11.03416
2006,"Egypt, Arab Rep.",69.81468,3.753451,243224.5,1.266533,207375.6,220158.0,80200000000.0,5.741482,91.92693,73.66847,26073.0,10.70161
2007,"Egypt, Arab Rep.",75.35918,3.753451,243224.5,1.171996,222511.5,220158.0,80200000000.0,5.644951,91.92693,104.2301,31717.0,8.998381
2008,"Egypt, Arab Rep.",89.61493,3.753451,243224.5,0.647364,235811.3,220158.0,80200000000.0,5.436565,91.92693,122.7335,34163.0,8.707039
2009,"Egypt, Arab Rep.",97.24605,3.753451,243224.5,0.763381,246608.9,220158.0,80200000000.0,5.552551,91.92693,86.50547,34209.0,9.393224
2010,"Egypt, Arab Rep.",104.0908,3.753451,243224.5,0.682153,260112.1,220158.0,80200000000.0,5.633609,91.92693,91.41751,36038.0,8.983811
2011,"Egypt, Arab Rep.",112.7266,3.753451,243224.5,0.292156,258006.5,220158.0,76400000000.0,5.943931,91.92693,69.92992,18141.0,11.99666
2012,"Egypt, Arab Rep.",119.6734,3.753451,243224.5,0.207237,266851.0,220158.0,79800000000.0,6.071174,91.92693,60.91725,15037.0,12.66604
2013,"Egypt, Arab Rep.",130.4786,3.753451,243224.5,0.256787,271418.3,220158.0,76500000000.0,6.874852,91.92693,53.88323,17054.0,13.31185
2014,"Egypt, Arab Rep.",142.4869,3.753451,243224.5,0.207953,284616.4,220158.0,78400000000.0,7.083795,91.92693,72.21009,15356.0,13.15547
2015,"Egypt, Arab Rep.",152.3584,3.753451,243224.5,0.221225,295856.4,220158.0,78600000000.0,7.701608,91.92693,58.05098,16468.0,12.76615
2016,"Egypt, Arab Rep.",172.7609,3.753451,243224.5,0.356316,307355.8,220158.0,78600000000.0,10.12404,91.92693,39.69002,24287.0,12.54079
2017,"Egypt, Arab Rep.",225.666,3.753451,243224.5,0.555593,322679.8,220158.0,82900000000.0,17.85036,91.92693,39.67518,37021.0,11.79315
2018,"Egypt, Arab Rep.",248.5318,3.753451,243224.5,0.52808,340089.1,220158.0,84300000000.0,17.82444,91.92693,52.30187,42555.0,9.858273
2019,"Egypt, Arab Rep.",262.8199,3.753451,243224.5,0.582499,359181.9,220158.0,85500000000.0,16.81979,91.92693,43.266,45424.0,7.859557
2020,"Egypt, Arab Rep.",269.0532,3.753451,243224.5,0.575834,364425.5,220158.0,75900000000.0,15.81258,91.92693,35.96956,40068.0,7.958096
2021,"Egypt, Arab Rep.",280.9315,3.753451,243224.5,0.461182,390394.5,220158.0,83800000000.0,15.69986,91.92693,35.96956,40941.0,7.398119
2022,"Egypt, Arab Rep.",323.1627,3.753451,243224.5,0.357194,406954.5,220158.0,89400000000.0,19.19849,91.92693,35.96956,34008.0,7.244618
2023,"Egypt, Arab Rep.",446.7798,3.753451,243224.5,0.418718,418876.0,220158.0,89500000000.0,30.66852,91.92693,35.96956,35221.0,7.024793
2024,"Egypt, Arab Rep.",568.0868,3.753451,243224.5,0.507281,432048.7,220158.0,89300000000.0,45.27691,91.92693,35.96956,47111.0,6.593843
2025,"Egypt, Arab Rep.",636.814,3.753451,243224.5,0.507281,454162.5,220158.0,95700000000.0,49.2829,91.92693,35.96956,51454.0,6.249456
2026,"Egypt, Arab Rep.",681.3522,3.753451,243224.5,0.507281,454162.5,220158.0,95700000000.0,50.13729,91.92693,35.96956,51454.0,6.249456
1996,Emerging Market and Developing Economies (EMDEs),101.8832,8.532665,3144929.0,0.576701,9564560.0,2702426.0,2950000000000.0,7.546392,61.29432,93.097505,658545.1,9.234594
1997,Emerging Market and Developing Economies (EMDEs),101.8832,8.532665,3144929.0,0.576701,9564560.0,2702426.0,2950000000000.0,7.546392,61.29432,93.097505,658545.1,9.234594
1998,Emerging Market and Developing Economies (EMDEs),101.8832,7.669546,3144929.0,0.605594,9747421.0,2702426.0,2950000000000.0,7.546392,61.29432,93.097505,655357.2,9.234594
1999,Emerging Market and Developing Economies (EMDEs),101.8832,5.752463,3144929.0,0.647453,10082226.0,2702426.0,3050000000000.0,7.546392,61.29432,93.097505,680091.2,9.234594
2000,Emerging Market and Developing Economies (EMDEs),101.8832,5.655433,3144929.0,0.572739,10689486.0,2702426.0,3330000000000.0,7.546392,61.29432,93.097505,724005.8,9.234594
2001,Emerging Market and Developing Economies (EMDEs),101.8832,5.601034,3144929.0,0.638082,11046833.0,2702426.0,3440000000000.0,7.546392,61.29432,93.097505,813482.8,9.234594
2002,Emerging Market and Developing Economies (EMDEs),101.8832,5.219053,3144929.0,0.718046,11632217.0,2702426.0,3630000000000.0,7.546392,60.10436,93.097505,984778.3,9.234594
2003,Emerging Market and Developing Economies (EMDEs),101.8832,4.751753,3144929.0,0.780505,12303209.0,2702426.0,3920000000000.0,7.546392,65.01328,93.097505,1292820.0,9.234594
2004,Emerging Market and Developing Economies (EMDEs),101.8832,5.467398,3144929.0,0.800466,13178518.0,2702426.0,4320000000000.0,7.546392,73.97384,93.097505,1718516.0,9.234594
2005,Emerging Market and Developing Economies (EMDEs),101.8832,5.343445,3144929.0,0.894665,14100060.0,2702426.0,4690000000000.0,7.546392,82.35625,93.097505,2299030.0,8.778938
2006,Emerging Market and Developing Economies (EMDEs),101.8832,6.061532,3144929.0,1.007066,15232700.0,2702426.0,5130000000000.0,7.546392,89.15164,93.097505,3073527.0,7.917398
2007,Emerging Market and Developing Economies (EMDEs),101.8832,6.181042,3356714.0,1.158099,16542481.0,2966962.0,5690000000000.0,7.546392,101.1505,93.097505,4335837.0,7.130648
2008,Emerging Market and Developing Economies (EMDEs),101.8832,9.911351,3349999.0,1.059528,17525032.0,3036138.0,6040000000000.0,7.546392,107.852,93.097505,4965774.0,7.02724
2009,Emerging Market and Developing Economies (EMDEs),101.8832,4.2209,3081424.0,1.547256,17831191.0,2714961.0,6100000000000.0,7.546392,91.82681,93.097505,5646251.0,7.978091
2010,Emerging Market and Developing Economies (EMDEs),101.8832,4.672897,3628673.0,1.353472,19224154.0,3322665.0,6810000000000.0,7.546392,100.0,93.097505,6469171.0,7.745876
2011,Emerging Market and Developing Economies (EMDEs),101.8832,6.198879,3760824.0,1.203567,20518286.0,3621461.0,7390000000000.0,7.546392,106.7553,93.097505,7181154.0,7.525052
2012,Emerging Market and Developing Economies (EMDEs),101.8832,4.491979,3866639.0,1.23596,21567716.0,3775064.0,7860000000000.0,7.546392,100.8142,93.097505,7681438.0,7.292621
2013,Emerging Market and Developing Economies (EMDEs),101.8832,4.81534,4012374.0,1.280594,22662528.0,4002351.0,8300000000000.0,7.546392,101.0595,93.097505,8232653.0,7.391548
2014,Emerging Market and Developing Economies (EMDEs),101.8832,3.866673,4223653.0,1.257467,23696228.0,4107760.0,8750000000000.0,7.546392,99.03027,93.097505,8050512.0,7.245095
2015,Emerging Market and Developing Economies (EMDEs),101.8832,3.220333,4480001.0,1.299233,24621194.0,4138429.0,9060000000000.0,7.546392,84.10291,93.097505,7207612.0,7.371586
2016,Emerging Market and Developing Economies (EMDEs),101.8832,2.824336,4619000.0,1.302651,25550141.0,4303451.0,9440000000000.0,7.546392,81.93545,93.097505,6856589.0,7.785598
2017,Emerging Market and Developing Economies (EMDEs),101.8832,3.450218,4948082.0,1.188713,26769899.0,4836260.0,9920000000000.0,7.546392,86.99875,93.097505,7205725.0,7.873941
2018,Emerging Market and Developing Economies (EMDEs),101.8832,3.234619,5177214.0,1.052479,28049721.0,5212686.0,10400000000000.0,7.546392,88.0621,93.097505,7147809.0,7.535679
2019,Emerging Market and Developing Economies (EMDEs),101.8832,2.779655,5210584.0,1.128682,29167934.0,5332109.0,10800000000000.0,7.546392,85.93002,93.097505,7485541.0,7.680056
2020,Emerging Market and Developing Economies (EMDEs),101.8832,2.773056,5210584.0,1.296566,28606140.0,5421916.0,10600000000000.0,7.546392,77.77126,93.097505,7936968.0,9.186805
2021,Emerging Market and Developing Economies (EMDEs),101.8832,4.526482,5210584.0,1.028671,30777478.0,6261203.0,11700000000000.0,7.546392,87.5225,93.097505,8217125.0,8.542735
2022,Emerging Market and Developing Economies (EMDEs),101.8832,8.81099,5210584.0,0.877468,31951928.0,6261203.0,12200000000000.0,7.546392,87.60384,93.097505,7777938.0,7.044793
2023,Emerging Market and Developing Economies (EMDEs),101.8832,5.970797,5210584.0,0.953326,33325880.0,6261203.0,12600000000000.0,7.546392,92.58459,93.097505,8138874.0,6.424809
2024,Emerging Market and Developing Economies (EMDEs),101.8832,3.805981,5210584.0,0.944298,34740481.0,6261203.0,13200000000000.0,7.546392,96.58752,93.097505,8274101.0,6.102762
2025,Emerging Market and Developing Economies (EMDEs),101.8832,3.861671,5210584.0,0.944298,36093899.0,6261203.0,13700000000000.0,7.546392,101.8071,93.097505,9152963.0,6.117662
2026,Emerging Market and Developing Economies (EMDEs),101.8832,2.162477,5210584.0,0.944298,36093899.0,6261203.0,13700000000000.0,7.546392,101.8071,93.097505,9152963.0,6.117662
1996,Estonia,101.8832,3.753451,3828.273,0.224182,12462.56,6275.593,2850000000.0,13.86797,91.92693,19.66694,786.7762,9.65
1997,Estonia,101.8832,3.753451,5036.883,0.224182,12462.56,6275.593,2850000000.0,13.86797,91.92693,19.66694,786.7762,9.65
1998,Estonia,101.8832,3.753451,5926.182,0.213568,13035.81,6275.593,2850000000.0,14.07044,91.92693,19.66694,841.684,9.825
1999,Estonia,101.8832,3.753451,5866.709,0.258438,12969.18,5681.899,2750000000.0,14.68464,91.92693,19.66694,886.2187,12.25
2000,Estonia,101.8832,3.753451,8360.93,0.211159,14248.54,7648.18,3150000000.0,16.98554,91.92693,19.66694,894.2672,14.575
2001,Estonia,101.8832,3.753451,6880.878,0.191884,15082.29,7963.352,3420000000.0,17.47705,91.92693,17.42818,829.2766,13.0
2002,Estonia,101.8832,3.753451,6703.359,0.203258,16136.03,8427.876,3710000000.0,16.59946,91.92693,24.66976,978.1382,11.225
2003,Estonia,101.8832,3.753451,6890.185,0.208024,17395.58,9684.733,4140000000.0,13.84168,91.92693,41.28708,1352.284,10.35
2004,Estonia,101.8832,3.753451,8043.985,0.212229,18545.67,11158.06,4540000000.0,12.5893,91.92693,64.0972,1766.612,10.125
2005,Estonia,101.8832,3.753451,10166.07,0.191725,20278.23,13176.44,5030000000.0,12.58566,91.92693,109.8327,1953.55,8.025
2006,Estonia,101.8832,3.753451,12183.06,0.208098,22279.75,16498.91,5540000000.0,12.46626,91.92693,123.7312,2797.369,5.95
2007,Estonia,101.8832,3.753451,11802.79,0.208114,23883.71,17067.35,5900000000.0,11.43038,91.92693,177.626,3259.983,4.625
2008,Estonia,101.8832,3.753451,11945.16,0.236684,22781.41,15392.23,5620000000.0,10.69208,91.92693,115.338,3808.946,5.425
2009,Estonia,101.8832,3.753451,9515.975,0.396142,19536.96,10863.56,4280000000.0,11.25394,91.92693,69.3305,4026.054,13.6
2010,Estonia,101.8832,3.753451,12058.76,0.206224,19962.96,12619.01,5250000000.0,11.81309,91.92693,112.9353,2530.317,16.7
2011,Estonia,101.8832,3.753451,15102.76,0.011894,21426.48,15637.79,6290000000.0,11.25179,91.92693,132.7764,210.8729,12.325
2012,Estonia,101.8832,3.753451,15500.65,0.01652,22210.2,16679.09,6380000000.0,12.17128,91.92693,119.3624,299.9269,9.975
2013,Estonia,101.8832,3.753451,15406.51,0.016948,22593.95,16725.12,6640000000.0,11.78255,91.92693,158.3232,313.6587,8.6
2014,Estonia,101.8832,3.753451,15428.03,0.024183,23290.55,16928.99,6930000000.0,11.79349,91.92693,153.2186,442.8879,7.3
2015,Estonia,101.8832,3.753451,15484.09,0.028548,23822.81,16718.91,6940000000.0,14.09396,91.92693,139.968,415.3402,6.175
2016,Estonia,101.8832,3.753451,16001.73,0.023549,24544.86,17649.3,7140000000.0,14.15062,91.92693,158.9286,352.182,6.775
2017,Estonia,101.8832,3.753451,16394.31,0.020459,25848.9,18469.24,7430000000.0,13.87765,91.92693,193.7333,341.4292,5.8
2018,Estonia,101.8832,3.753451,18009.55,0.039225,26815.22,19646.11,7790000000.0,13.24951,91.92693,215.1149,750.9348,5.375
2019,Estonia,101.8832,3.753451,18059.28,0.078192,27797.09,19466.56,8340000000.0,13.97442,91.92693,203.7296,1409.243,4.45
