Year,Country,Core_CPI,Inflation,Exports,Foreign_Reserves,GDP,Imports,Industrial_Production,Exchange_Rate,Retail_Sales,Stock_Market,Total_Reserves,Unemployment
2018,Italy,110.128,3.753451,506672.2,0.110195,2235861.0,499569.3,463000000000.0,1639.63,80.05193,77.22475,55411.89,10.58135
2019,Italy,110.8102,3.753451,505636.5,0.125915,2245215.0,496114.5,458000000000.0,1729.333,76.39197,72.6056,59740.69,9.92269
2020,Italy,111.356,3.753451,457534.6,0.155723,2044222.0,459551.5,407000000000.0,1699.001,72.98329,69.47602,66512.41,9.314515
2021,Italy,112.2061,3.753451,496766.3,0.159694,2224179.0,496318.8,455000000000.0,1636.637,81.14499,89.92453,90680.29,9.558582
2022,Italy,115.7746,3.753451,504619.8,0.126743,2334819.0,500908.6,457000000000.0,1841.387,72.39905,75.84624,88211.47,8.078369
2023,Italy,120.9593,3.753451,488025.2,0.143015,2358620.0,498461.7,447000000000.0,1790.498,72.14332,91.26994,91562.24,7.673245
2024,Italy,123.6041,3.753451,471032.8,0.148897,2372450.0,484809.8,429000000000.0,1789.986,71.56612,109.6377,91622.69,6.499985
2025,Italy,125.9551,3.753451,471032.8,0.148897,2388192.0,484809.8,428000000000.0,1717.648,74.30961,137.7876,96836.68,6.12197
2026,Italy,127.5819,3.753451,471032.8,0.148897,2388192.0,484809.8,428000000000.0,1658.965,74.30961,160.9076,96836.68,6.12197
1996,Japan,104.7222,3.753451,380934.4,0.651615,5315152.0,521364.7,1770000000000.0,121.0616,75.76267,130.0952,220510.4,3.403121
1997,Japan,104.7222,3.753451,438530.3,0.651615,5315152.0,522730.3,1770000000000.0,121.0616,75.76267,130.0952,220510.4,3.403121
1998,Japan,105.4714,3.753451,421012.5,0.768846,5218389.0,491198.5,1650000000000.0,130.7625,69.46532,100.6068,215598.2,4.114412
1999,Japan,105.3451,3.753451,437563.1,0.92549,5204864.0,521351.5,1660000000000.0,113.7488,78.72668,126.8116,288042.5,4.683277
2000,Japan,104.9579,3.753451,499084.9,0.939198,5358720.0,577151.2,1740000000000.0,107.8014,81.67415,136.1668,356021.5,4.714846
2001,Japan,104.0236,3.753451,456855.3,1.133635,5373229.0,584922.6,1630000000000.0,121.5112,71.18928,85.19385,396237.2,5.039315
2002,Japan,103.1313,3.753451,493539.6,1.367922,5376040.0,591168.2,1610000000000.0,125.2378,66.83663,69.00947,462356.3,5.373721
2003,Japan,102.8199,3.753451,538165.3,1.73301,5452203.0,627107.3,1660000000000.0,115.9272,72.30398,68.88754,664568.6,5.252234
2004,Japan,102.2222,3.753451,609256.6,1.835669,5566828.0,666510.8,1740000000000.0,108.1511,77.95509,88.2237,835228.6,4.714356
2005,Japan,101.8182,3.753451,643249.5,1.621076,5669528.0,680808.4,1760000000000.0,110.1454,78.18043,96.01747,835505.6,4.423202
2006,Japan,101.3636,3.753451,715747.6,1.524606,5755716.0,707448.2,1840000000000.0,116.3824,73.92111,118.3514,880976.9,4.139495
2007,Japan,101.0859,3.753451,783578.9,1.536187,5854789.0,714185.7,1890000000000.0,117.7786,73.39594,123.1531,954145.2,3.838205
2008,Japan,101.1111,3.753451,801556.3,1.32605,5786936.0,712080.9,1820000000000.0,103.3874,83.86773,99.85506,1010691.0,3.994579
2009,Japan,100.4293,3.753451,602130.2,1.86375,5443423.0,619403.8,1440000000000.0,93.60713,91.26167,85.38331,1026250.0,5.067755
2010,Japan,99.16667,3.753451,766497.3,1.542929,5668343.0,684816.1,1660000000000.0,87.76376,100.0,97.48999,1071311.0,5.048094
2011,Japan,98.22391,3.753451,761053.8,1.471218,5657827.0,714359.6,1610000000000.0,79.73742,108.8855,101.0007,1259494.0,4.582263
2012,Japan,97.65152,3.753451,753003.2,1.385279,5751548.0,744038.3,1610000000000.0,79.84826,110.3886,97.41373,1228470.0,4.34779
2013,Japan,97.5,3.753451,742849.8,1.487698,5867799.0,745986.1,1620000000000.0,97.60915,91.33217,118.2051,1238544.0,4.021582
2014,Japan,99.29293,3.753451,753675.5,1.515922,5915856.0,756934.1,1650000000000.0,105.8948,85.68399,124.7886,1232257.0,3.587411
2015,Japan,100.303,3.753451,769049.1,1.863448,6025354.0,778773.3,1630000000000.0,121.0042,74.21656,135.2824,1208212.0,3.371561
2016,Japan,100.6566,3.753451,781922.9,1.957725,6065771.0,784434.0,1640000000000.0,108.7959,82.13474,133.0041,1189484.0,3.113357
2017,Japan,100.5808,3.753451,832660.6,1.835189,6164327.0,806009.8,1680000000000.0,112.1103,81.12679,153.9811,1233455.0,2.806787
2018,Japan,100.6987,3.753451,854904.5,1.655836,6216920.0,822732.3,1680000000000.0,110.3401,83.85691,172.8227,1240519.0,2.442101
2019,Japan,101.069,3.753451,838792.8,1.785034,6197524.0,826286.5,1640000000000.0,108.9897,85.0058,169.9785,1287397.0,2.349915
2020,Japan,101.0185,3.753451,766779.6,2.121711,5929142.0,796594.8,1470000000000.0,106.7707,83.86453,181.7943,1349323.0,2.777255
2021,Japan,100.1936,3.753451,862556.9,1.760008,6145906.0,818394.6,1550000000000.0,109.7863,83.16705,224.5348,1357421.0,2.818828
2022,Japan,100.3283,3.753451,876940.8,1.309768,6225241.0,821765.7,1550000000000.0,131.4364,71.57407,178.3509,1179303.0,2.602282
2023,Japan,102.904,3.753451,866717.8,1.574631,6269850.0,802028.1,1530000000000.0,140.4548,70.54555,186.3061,1239616.0,2.567505
2024,Japan,104.8401,3.753451,858608.7,1.560129,6255252.0,797530.2,1490000000000.0,151.391,66.8774,216.4217,1160708.0,2.549675
2025,Japan,106.4899,3.753451,858608.7,1.560129,6329874.0,797530.2,1490000000000.0,149.6338,68.80379,238.0692,1253689.0,2.510042
2026,Japan,107.2222,3.753451,858608.7,1.560129,6329874.0,797530.2,1490000000000.0,157.4701,68.80379,294.6964,1253689.0,2.510042
1996,Jordan,86.43748,3.753451,3228.685,1.436403,14117.01,7952.152,5980000000.0,0.708018,91.92693,29.21554,6550.04,6.891667
1997,Jordan,86.43748,3.753451,3228.685,1.436403,14117.01,7952.152,5980000000.0,0.708018,91.92693,29.21554,6550.04,6.891667
1998,Jordan,86.43748,3.753451,3356.941,1.436403,14570.56,7503.303,5980000000.0,0.708654,91.92693,30.69973,6550.04,6.891667
1999,Jordan,86.43748,3.753451,3541.81,1.436403,15029.16,7367.86,5980000000.0,0.710064,91.92693,30.38579,6550.04,6.891667
2000,Jordan,86.43748,3.753451,3848.368,1.436403,15669.34,8917.823,5980000000.0,0.710447,91.92693,25.74667,6550.04,6.891667
2001,Jordan,86.43748,3.753451,4570.621,1.261271,16459.73,9344.816,5980000000.0,0.710334,91.92693,26.54571,6157.988,6.891667
2002,Jordan,86.43748,3.753451,5496.257,1.457034,17540.07,9536.766,5980000000.0,0.708261,91.92693,31.60555,7416.056,6.891667
2003,Jordan,86.43748,3.753451,6131.138,1.592983,18244.92,9779.734,5470000000.0,0.709165,91.92693,37.04963,9170.804,6.891667
2004,Jordan,86.43748,3.753451,6862.721,1.134913,19752.29,11961.02,6130000000.0,0.709138,91.92693,54.73473,9284.485,6.891667
2005,Jordan,86.43748,3.753451,6645.169,0.885102,21504.8,13876.6,6750000000.0,0.708869,91.92693,124.9628,9292.51,6.891667
2006,Jordan,86.43748,3.753451,7230.374,0.99393,23333.49,13965.89,7150000000.0,0.708819,91.92693,119.9291,11480.8,6.891667
2007,Jordan,89.1805,3.753451,6850.112,0.934437,25290.68,14579.96,7370000000.0,0.708526,91.92693,110.4188,12835.22,6.891667
2008,Jordan,97.65652,3.753451,6270.086,0.847423,27363.94,15032.21,7470000000.0,0.708429,91.92693,152.1938,14412.09,6.891667
2009,Jordan,96.83658,3.753451,5372.256,1.329993,28763.98,14298.86,7340000000.0,0.708084,91.92693,104.1333,18972.39,6.891667
2010,Jordan,101.5685,3.753451,6837.387,1.352979,29515.18,12808.91,7110000000.0,0.708203,91.92693,93.30588,21104.86,6.891667
2011,Jordan,106.1589,3.753451,6921.265,1.012737,30382.68,12470.44,7090000000.0,0.708075,91.92693,87.67038,19208.12,6.891667
2012,Jordan,110.9172,3.753451,6337.103,0.699316,31122.25,13596.07,7110000000.0,0.708112,91.92693,81.41676,14546.72,6.891667
2013,Jordan,115.5262,3.753451,6911.273,0.978719,31970.58,14665.78,7220000000.0,0.708214,91.92693,79.94206,21651.69,6.891667
2014,Jordan,120.3372,3.753451,7196.514,1.077432,33029.64,14266.7,7340000000.0,0.708165,91.92693,79.81117,24750.11,6.891667
2015,Jordan,119.5052,3.753451,7012.276,1.244532,33860.35,14100.18,7680000000.0,0.708873,91.92693,74.11171,25491.36,6.891667
2016,Jordan,120.2384,3.753451,7109.66,1.247154,34582.88,12805.49,7290000000.0,0.708839,91.92693,72.15786,24122.58,6.891667
2017,Jordan,125.933,3.753451,7220.96,1.183277,35459.12,14093.28,7280000000.0,0.708936,91.92693,73.43,24238.23,6.891667
2018,Jordan,131.7253,3.753451,6957.265,1.123918,36122.1,13819.97,6790000000.0,0.709522,91.92693,72.55747,22797.04,6.891667
2019,Jordan,133.0864,3.753451,8358.13,1.249419,36789.75,14142.24,6440000000.0,0.708933,91.92693,65.30665,23996.96,6.891667
2020,Jordan,133.3267,3.753451,8064.099,1.521226,36387.52,13014.97,5650000000.0,0.709124,91.92693,55.23568,26252.02,6.891667
2021,Jordan,135.6867,3.753451,8591.823,1.354692,37732.84,15110.38,5880000000.0,0.70895,91.92693,66.68763,29219.6,6.891667
2022,Jordan,140.0619,3.753451,10938.89,1.021432,38770.04,17976.02,5880000000.0,0.709262,91.92693,83.17892,27998.36,6.891667
2023,Jordan,143.2835,3.753451,10938.89,1.133448,39980.38,17976.02,5900000000.0,0.709479,91.92693,83.58463,29226.55,6.891667
2024,Jordan,145.7839,3.753451,10938.89,1.232996,40999.93,17976.02,5960000000.0,0.709067,91.92693,79.57842,33292.12,6.891667
2025,Jordan,148.9792,3.753451,10938.89,1.232996,42153.69,17976.02,6040000000.0,0.709134,91.92693,101.9592,39765.16,6.891667
2026,Jordan,150.7113,3.753451,10938.89,1.232996,42153.69,17976.02,6040000000.0,0.708705,91.92693,130.2979,39765.16,6.891667
1996,Kazakhstan,75.63255,3.753451,243224.5,0.540117,54667.48,19330.23,19300000000.0,75.44886,91.92693,5.845749,2291.0,6.891667
1997,Kazakhstan,75.63255,3.753451,243224.5,0.540117,54667.48,19330.23,19300000000.0,75.44886,91.92693,5.845749,2291.0,6.891667
1998,Kazakhstan,75.63255,3.753451,243224.5,0.461261,54667.48,19330.23,19300000000.0,78.29198,91.92693,5.845749,1964.0,6.891667
1999,Kazakhstan,75.63255,3.753451,243224.5,0.538222,54667.48,19330.23,19300000000.0,119.6641,91.92693,5.845749,2003.0,6.891667
2000,Kazakhstan,75.63255,3.753451,243224.5,0.417072,60008.19,19330.23,24100000000.0,142.1909,91.92693,5.845749,2096.0,6.891667
2001,Kazakhstan,75.63255,3.753451,243224.5,0.393455,68087.18,19525.13,29400000000.0,146.7871,91.92693,5.590571,2508.0,6.891667
2002,Kazakhstan,75.63255,3.753451,243224.5,0.484095,74742.52,19255.12,33600000000.0,153.2829,91.92693,5.739468,3141.0,6.891667
2003,Kazakhstan,75.63255,3.753451,243224.5,0.597793,81644.82,19100.85,36600000000.0,149.1864,91.92693,6.653684,4962.0,6.891667
2004,Kazakhstan,75.63255,3.753451,243224.5,0.730711,89458.22,21306.19,41700000000.0,135.9826,91.92693,10.8966,9277.0,6.891667
2005,Kazakhstan,75.63255,3.753451,243224.5,0.406348,98110.45,23804.44,45900000000.0,132.8928,91.92693,20.47579,7069.0,6.891667
2006,Kazakhstan,75.63255,3.753451,243224.5,0.818798,108611.8,26450.38,49300000000.0,126.0378,91.92693,103.9509,19127.0,6.891667
2007,Kazakhstan,75.63255,3.753451,243224.5,0.541297,118302.6,33137.44,54400000000.0,122.5395,91.92693,165.3134,17629.0,6.891667
2008,Kazakhstan,88.39912,3.753451,243224.5,0.528498,122257.5,30094.7,57000000000.0,120.3233,91.92693,137.0873,19872.0,6.891667
2009,Kazakhstan,95.71496,3.753451,243224.5,0.811666,123562.4,28800.38,58500000000.0,147.662,91.92693,62.47866,23091.0,6.891667
2010,Kazakhstan,102.6965,3.753451,243224.5,0.921213,132624.9,28695.59,64000000000.0,147.3647,91.92693,87.04744,28275.0,6.891667
2011,Kazakhstan,110.7695,3.753451,243224.5,0.801751,142577.3,30952.06,66200000000.0,146.6544,91.92693,79.5782,29328.0,6.891667
2012,Kazakhstan,117.0607,3.753451,243224.5,0.609538,149755.4,41699.09,66600000000.0,149.1508,91.92693,56.28371,28269.0,6.891667
2013,Kazakhstan,123.9843,3.753451,243224.5,0.505633,158552.2,46963.17,67400000000.0,152.2029,91.92693,49.21752,24715.0,6.891667
2014,Kazakhstan,132.2164,3.753451,243224.5,0.705064,165328.7,42139.22,67600000000.0,179.4812,91.92693,47.72276,29209.0,6.891667
2015,Kazakhstan,141.6793,3.753451,243224.5,0.898282,167100.4,41247.13,66500000000.0,222.9022,91.92693,31.81515,27871.0,6.891667
2016,Kazakhstan,163.034,3.753451,243224.5,1.170112,168589.7,49553.08,64900000000.0,342.0505,91.92693,24.80729,29710.0,6.891667
2017,Kazakhstan,174.3042,3.753451,243224.5,1.045915,175272.3,50983.17,70300000000.0,326.2216,91.92693,42.32214,30997.0,6.891667
2018,Kazakhstan,185.24,3.753451,243224.5,0.911757,182467.1,57480.05,72400000000.0,345.0503,91.92693,53.36397,30927.0,6.891667
2019,Kazakhstan,196.3439,3.753451,243224.5,0.73487,190653.6,68449.54,73800000000.0,383.0634,91.92693,46.98552,28958.0,6.891667
2020,Kazakhstan,209.6942,3.753451,243224.5,0.919101,185820.4,69750.67,74800000000.0,413.6708,91.92693,45.43207,35638.0,6.891667
2021,Kazakhstan,225.7012,3.753451,243224.5,0.832964,193274.7,68743.73,73400000000.0,426.2056,91.92693,60.30415,34378.0,6.891667
2022,Kazakhstan,259.8352,3.753451,243224.5,0.691682,199481.9,80529.32,74300000000.0,461.1767,91.92693,53.05207,35076.0,6.891667
2023,Kazakhstan,298.5126,3.753451,243224.5,0.592081,209640.4,99167.44,77600000000.0,456.4532,91.92693,63.51869,35944.0,6.891667
2024,Kazakhstan,324.1542,3.753451,243224.5,0.757995,219908.2,100219.7,83400000000.0,469.4424,91.92693,84.79217,45823.0,6.891667
2025,Kazakhstan,360.2888,3.753451,243224.5,0.757995,173170.2,100219.7,95600000000.0,521.1094,91.92693,94.27431,65414.0,6.891667
2026,Kazakhstan,385.8744,3.753451,243224.5,0.757995,173170.2,100219.7,95600000000.0,490.7347,91.92693,122.4644,65414.0,6.891667
1996,"Korea, Rep.",72.13699,3.753451,94015.48,0.140859,651919.0,222166.6,161000000000.0,948.9998,77.54245,286.1221,20405.5,4.4
1997,"Korea, Rep.",72.13699,3.753451,108750.6,0.140859,651919.0,228470.6,161000000000.0,948.9998,77.54245,286.1221,20405.5,4.4
1998,"Korea, Rep.",75.58595,3.753451,120016.3,0.555922,619721.2,171676.6,150000000000.0,1398.074,44.95392,120.4176,52040.8,4.4
1999,"Korea, Rep.",75.42556,3.753451,135331.2,0.618618,691715.8,211479.9,187000000000.0,1188.284,58.98988,274.2676,74054.5,4.4
2000,"Korea, Rep.",76.80204,3.753451,156946.5,0.59947,755366.6,251492.1,219000000000.0,1131.499,69.17986,277.9738,96198.1,4.4
2001,"Korea, Rep.",79.49605,3.753451,162758.8,0.726768,791064.7,244220.1,220000000000.0,1289.604,65.27527,117.0038,102821.4,3.966667
2002,"Korea, Rep.",81.94943,3.753451,182360.7,0.797341,852324.7,270965.9,238000000000.0,1249.955,74.51623,111.1181,121412.5,3.25
2003,"Korea, Rep.",84.61187,3.753451,212021.6,0.870049,878531.3,298181.1,251000000000.0,1191.873,76.27847,81.92392,155352.4,3.566667
2004,"Korea, Rep.",86.63451,3.753451,251415.4,0.886918,924071.2,326925.5,276000000000.0,1145.446,79.94609,73.549,199066.1,3.65
2005,"Korea, Rep.",88.64249,3.753451,270155.2,0.806352,964344.4,330488.6,293000000000.0,1024.087,92.03662,109.3798,210390.7,3.725
2006,"Korea, Rep.",90.40592,3.753451,313248.0,0.772345,1014924.0,361823.2,320000000000.0,954.6764,103.7496,138.4903,238956.1,3.5
2007,"Korea, Rep.",92.69538,3.753451,355607.0,0.735109,1074216.0,388184.9,342000000000.0,929.2266,112.2228,164.5457,262224.1,3.241667
2008,"Korea, Rep.",96.0121,3.753451,388678.5,0.462765,1106490.0,406931.7,354000000000.0,1100.658,96.97674,107.1108,201223.4,3.175
2009,"Korea, Rep.",98.85009,3.753451,391074.4,0.835362,1115561.0,367962.3,351000000000.0,1277.013,84.39216,79.67671,269994.7,3.65
2010,"Korea, Rep.",100.6751,3.753451,468601.5,0.685252,1193446.0,418996.3,409000000000.0,1156.356,100.0,92.73751,291570.7,3.7
2011,"Korea, Rep.",103.2539,3.753451,534479.7,0.58422,1237461.0,443851.2,434000000000.0,1108.054,108.7034,95.73031,306402.5,3.391667
2012,"Korea, Rep.",104.8747,3.753451,549463.1,0.628687,1268987.0,451002.7,441000000000.0,1126.386,108.9637,94.88921,326968.4,3.225
2013,"Korea, Rep.",106.467,3.753451,569537.5,0.672271,1310755.0,468595.8,443000000000.0,1094.615,113.1704,103.0739,346459.6,3.116667
2014,"Korea, Rep.",108.2445,3.753451,596072.4,0.692248,1352891.0,497469.4,446000000000.0,1053.022,120.0352,110.2061,363592.7,3.516667
2015,"Korea, Rep.",110.8692,3.753451,621520.7,0.843442,1392399.0,523685.0,444000000000.0,1131.545,115.4327,126.5161,367961.9,3.591667
2016,"Korea, Rep.",112.9452,3.753451,619325.5,0.913625,1436560.0,521815.3,453000000000.0,1160.475,116.7675,122.88,371101.6,3.683333
2017,"Korea, Rep.",114.6785,3.753451,659144.0,0.812907,1485880.0,563075.7,467000000000.0,1130.911,122.461,124.7927,389266.7,3.691667
2018,"Korea, Rep.",116.0159,3.753451,671188.3,0.75367,1533073.0,576887.6,474000000000.0,1100.454,131.274,156.3509,403694.3,3.866667
2019,"Korea, Rep.",116.8714,3.753451,659044.0,0.812283,1568545.0,569224.2,473000000000.0,1165.649,126.884,124.7834,408816.1,3.758333
2020,"Korea, Rep.",117.2883,3.753451,662809.9,0.947196,1557561.0,585978.7,473000000000.0,1179.606,124.9933,136.4258,443098.1,3.991667
2021,"Korea, Rep.",118.8999,3.753451,709070.1,0.753316,1629411.0,635217.8,513000000000.0,1144.411,136.3983,184.9969,463118.4,3.616667
2022,"Korea, Rep.",123.1852,3.753451,727369.1,0.57852,1673854.0,677713.8,518000000000.0,1291.334,120.8618,135.5522,423163.7,2.883333
2023,"Korea, Rep.",127.4,3.753451,742044.7,0.653807,1700352.0,655368.7,506000000000.0,1306.182,117.5274,135.863,420147.9,2.7
2024,"Korea, Rep.",130.149,3.753451,789613.1,0.658147,1734420.0,655698.4,526000000000.0,1363.743,110.2979,125.3737,415603.8,2.775
2025,"Korea, Rep.",132.6429,3.753451,789613.1,0.658147,1751095.0,655698.4,543000000000.0,1422.392,106.2743,118.6534,428054.6,2.791667
2026,"Korea, Rep.",134.5176,3.753451,789613.1,0.658147,1751095.0,655698.4,543000000000.0,1474.117,106.2743,155.9157,428054.6,2.791667
1997,Latvia,101.8832,3.753451,243224.5,0.339724,14146.55,220158.0,3420000000.0,0.580801,27.02378,26.44346,862.2484,14.06891
1998,Latvia,101.8832,3.753451,243224.5,0.339724,15092.38,220158.0,3420000000.0,0.589803,27.02378,26.44346,862.2484,14.06891
1999,Latvia,101.8832,3.753451,243224.5,0.339724,15478.39,220158.0,3420000000.0,0.586427,27.02378,26.44346,862.2484,14.06891
2000,Latvia,101.8832,3.753451,243224.5,0.339724,16387.36,220158.0,3620000000.0,0.606002,27.02378,26.44346,862.2484,14.34302
2001,Latvia,101.8832,3.753451,243224.5,0.413165,17418.36,220158.0,4010000000.0,0.626691,28.3858,35.64091,1159.68,13.48004
2002,Latvia,101.8832,3.753451,243224.5,0.372378,18737.28,220158.0,4290000000.0,0.617276,33.69594,42.55594,1253.245,12.47419
2003,Latvia,101.8832,3.753451,243224.5,0.300121,20334.15,220158.0,4640000000.0,0.566623,46.96846,62.70338,1445.372,11.66205
2004,Latvia,101.8832,3.753451,243224.5,0.28697,22106.13,220158.0,4950000000.0,0.535177,60.95187,93.41261,1925.489,11.76027
2005,Latvia,101.8832,3.753451,243224.5,0.262443,24634.64,220158.0,5310000000.0,0.560305,79.0705,139.6034,2244.573,10.02663
2006,Latvia,101.8832,3.753451,243224.5,0.383916,27807.94,220158.0,5660000000.0,0.554934,100.9872,171.9242,4366.466,7.010253
2007,Latvia,101.8832,3.753451,243224.5,0.367169,30780.93,220158.0,5740000000.0,0.511476,135.6747,210.0064,5567.126,6.050938
2008,Latvia,101.8832,3.753451,243224.5,0.317367,29839.33,220158.0,5540000000.0,0.480417,151.1502,157.898,5041.039,7.774438
2009,Latvia,101.8832,3.753451,243224.5,0.710288,25079.54,220158.0,4540000000.0,0.507686,106.7717,80.92773,6645.447,17.64665
2010,Latvia,101.8832,3.753451,243224.5,0.654348,24093.35,220158.0,5180000000.0,0.535191,100.0,106.412,7269.57,19.43177
2011,Latvia,101.8832,3.753451,243224.5,0.393795,24798.83,220158.0,5640000000.0,0.507827,113.2569,126.224,6010.635,16.16724
2012,Latvia,101.8832,3.753451,243224.5,0.442417,26624.08,220158.0,6000000000.0,0.5425,114.2537,109.855,7124.249,15.02321
2013,Latvia,101.8832,3.753451,243224.5,0.453007,27168.24,220158.0,5970000000.0,0.52833,122.2451,127.693,7609.118,11.86762
2014,Latvia,101.8832,3.753451,243224.5,0.173722,27749.05,220158.0,5920000000.0,0.529787,125.9399,129.0318,2982.002,10.83858
2015,Latvia,101.8832,3.753451,243224.5,0.230703,28786.62,220158.0,6120000000.0,0.633117,107.3986,117.6261,3230.547,9.874676
2016,Latvia,101.8832,3.753451,243224.5,0.238915,29533.09,220158.0,6400000000.0,0.635638,108.3737,161.1867,3277.892,9.635958
2017,Latvia,101.8832,3.753451,243224.5,0.238915,30457.64,220158.0,6960000000.0,0.623322,118.9953,227.9377,3277.892,8.725783
2018,Latvia,101.8832,3.753451,243224.5,0.238915,31704.21,220158.0,7120000000.0,0.595181,132.8446,264.8661,3277.892,7.404674
2019,Latvia,101.8832,3.753451,243224.5,0.238915,32036.5,220158.0,7160000000.0,0.627693,131.495,252.8975,3277.892,6.309842
2020,Latvia,101.8832,3.753451,243224.5,0.238915,31001.05,220158.0,7050000000.0,0.616675,135.0707,268.2415,3277.892,8.093234
2021,Latvia,101.8832,3.753451,243224.5,0.238915,33072.59,220158.0,7510000000.0,0.59405,140.0325,318.8419,3277.892,7.555553
2022,Latvia,101.8832,3.753451,243224.5,0.238915,33871.4,220158.0,7550000000.0,0.668359,149.0961,265.0516,3277.892,6.837973
2023,Latvia,101.8832,3.753451,243224.5,0.238915,33500.65,220158.0,7120000000.0,0.649895,158.4737,304.1339,3277.892,6.509794
2024,Latvia,101.8832,3.753451,243224.5,0.238915,33412.73,220158.0,6960000000.0,0.649731,161.817,262.0108,3277.892,6.923249
2025,Latvia,101.8832,3.753451,243224.5,0.238915,34110.59,220158.0,7220000000.0,0.623473,174.1155,224.9032,3277.892,6.939762
2026,Latvia,101.8832,3.753451,243224.5,0.238915,34110.59,220158.0,7220000000.0,0.602182,174.1155,233.7246,3277.892,6.939762
1997,Lithuania,101.8832,3.753451,243224.5,0.144238,22829.11,220158.0,5790000000.0,3.999962,91.92693,21.82948,1062.7,5.908333
1998,Lithuania,101.8832,3.753451,243224.5,0.194903,24579.63,220158.0,7090000000.0,4.0,91.92693,21.82948,1460.0,6.408333
1999,Lithuania,101.8832,3.753451,243224.5,0.21742,24312.24,220158.0,6190000000.0,4.000402,91.92693,21.82948,1242.1,8.383333
2000,Lithuania,101.8832,3.753451,243224.5,0.243307,25125.28,220158.0,6130000000.0,4.000395,91.92693,21.82948,1358.6,11.53333
2001,Lithuania,101.8832,3.753451,243224.5,0.265713,26794.19,220158.0,6920000000.0,4.000042,91.92693,17.76133,1669.2,12.53333
2002,Lithuania,101.8832,3.753451,243224.5,0.321062,28547.51,220158.0,7280000000.0,3.673179,91.92693,19.84185,2412.8,11.34167
2003,Lithuania,101.8832,3.753451,243224.5,0.357781,31554.01,220158.0,8390000000.0,3.056604,91.92693,37.67326,3449.7,10.275
2004,Lithuania,101.8832,3.753451,243224.5,0.290562,33544.62,220158.0,9330000000.0,2.779041,91.92693,66.99313,3594.0,6.816667
2005,Lithuania,101.8832,3.753451,243224.5,0.246932,36288.27,220158.0,10000000000.0,2.779026,91.92693,124.4724,3815.6,4.808333
2006,Lithuania,101.8832,3.753451,243224.5,0.297952,38940.17,220158.0,10600000000.0,2.751552,91.92693,129.1421,5772.6,3.458333
2007,Lithuania,101.8832,3.753451,243224.5,0.315537,43260.88,220158.0,10800000000.0,2.522422,91.92693,176.401,7712.0,3.175
2008,Lithuania,101.8832,3.753451,243224.5,0.205721,44208.5,220158.0,11300000000.0,2.359566,91.92693,141.0502,6441.9,3.45
2009,Lithuania,101.8832,3.753451,243224.5,0.361811,37794.99,220158.0,9680000000.0,2.483615,91.92693,74.24382,6626.5,9.458333
2010,Lithuania,101.8832,3.753451,243224.5,0.283128,37901.94,220158.0,10300000000.0,2.607101,91.92693,109.1577,6598.3,14.48333
2011,Lithuania,101.8832,3.753451,243224.5,0.258472,40302.69,220158.0,10900000000.0,2.48291,91.92693,127.3707,8210.8,11.70833
2012,Lithuania,101.8832,3.753451,243224.5,0.266667,42066.35,220158.0,11200000000.0,2.685878,91.92693,105.7455,8530.0,11.71667
2013,Lithuania,101.8832,3.753451,243224.5,0.231561,43782.12,220158.0,11600000000.0,2.600153,91.92693,130.4132,8072.7,10.925
2014,Lithuania,101.8832,3.753451,243224.5,0.25393,45432.0,220158.0,11600000000.0,2.602568,91.92693,148.9005,8728.4,9.475
2015,Lithuania,101.8832,3.753451,243224.5,0.059997,46724.38,220158.0,12000000000.0,3.110206,91.92693,132.6494,1692.6,8.716667
2016,Lithuania,101.8832,3.753451,243224.5,0.095133,47945.81,220158.0,12300000000.0,3.122686,91.92693,141.6177,2604.6,8.041667
2017,Lithuania,101.8832,3.753451,243224.5,0.138313,50201.02,220158.0,13100000000.0,3.062506,91.92693,169.4292,4461.7,7.883333
2018,Lithuania,101.8832,3.753451,243224.5,0.158131,52626.9,220158.0,13800000000.0,2.923868,91.92693,198.514,5774.6,8.5
2019,Lithuania,101.8832,3.753451,243224.5,0.14212,55112.27,220158.0,14300000000.0,3.083837,91.92693,186.4673,5082.4,8.375
2020,Lithuania,101.8832,3.753451,243224.5,0.145084,55138.65,220158.0,14200000000.0,3.029737,91.92693,206.9851,4832.4,12.53333
2021,Lithuania,101.8832,3.753451,243224.5,0.125646,58654.28,220158.0,17200000000.0,2.918561,91.92693,267.8559,5576.8,13.04167
2022,Lithuania,101.8832,3.753451,243224.5,0.097825,60087.86,220158.0,18200000000.0,3.283691,91.92693,237.6391,5385.8,9.016667
2023,Lithuania,101.8832,3.753451,243224.5,0.127578,60583.96,220158.0,17200000000.0,3.192923,91.92693,258.6821,6197.5,8.641667
2024,Lithuania,101.8832,3.753451,243224.5,0.165201,62391.17,220158.0,17900000000.0,3.192016,91.92693,263.341,7404.1,8.775
2025,Lithuania,101.8832,3.753451,243224.5,0.165201,64213.48,220158.0,18400000000.0,3.063045,91.92693,334.566,7082.7,8.683333
2026,Lithuania,101.8832,3.753451,243224.5,0.165201,64213.48,220158.0,18400000000.0,2.958379,91.92693,397.1816,7082.7,8.4
1997,Luxembourg,75.28339,3.753451,243224.5,0.007415,34808.49,220158.0,5350000000.0,35.77008,91.92693,68.47076,80.98527,3.025643
