Year,Country,Core_CPI,Inflation,Exports,Foreign_Reserves,GDP,Imports,Industrial_Production,Exchange_Rate,Retail_Sales,Stock_Market,Total_Reserves,Unemployment,Trade_Balance,Trade_Openness,Reserve_Adequacy,Stock_to_GDP,GDP_Growth,Export_Growth,Import_Growth,Stock_Growth,Exchange_Rate_Change,Inflation_Lag,GDP_Growth_Lag,Unemployment_Lag,GDP_Growth_Rolling_3Y,Inflation_Rolling_3Y,Recession,Anomaly,Anomaly_Label
2025,Slovenia,138.1528,3.753451,243224.5,0.038043,66786.62,220158.0,17700000000.0,212.5825,138.9149,175.6758,3535.487,4.608333,23066.5,0.3453760648465216,0.0529370553562974,0.0026304041138779,0.931872449750637,0.0,0.0,53.10398560955458,-4.041295431791037,3.753451,1.6843614154487652,4.641667,1.726742168457333,3.753451,0,1,Normal
2026,Slovenia,140.0479,3.753451,243224.5,0.038043,66786.62,220158.0,17700000000.0,205.3204,138.9149,227.626,3535.487,4.608333,23066.5,0.3453760648465216,0.0529370553562974,0.0034082575222402,0.0,0.0,0.0,29.57163138007626,-3.4161325603001225,3.753451,0.931872449750637,4.608333,0.8720779550664673,3.753451,0,1,Normal
1999,South Africa,76.65309,3.753451,72911.01,0.527583,271004.1,81777.29,93700000000.0,6.112958,71.15361,26.17536,7498.0,26.05535,-8866.279999999999,-0.0327164053975567,0.0276674780935048,9.658658300741575e-05,2.400016021014717,6.091929253043715,0.0,0.0,10.577188671883398,3.753451,0.5000081644835896,26.05535,0.9666747284994356,3.753451,0,1,Normal
2000,South Africa,76.65309,3.753451,80531.48,0.527583,282386.3,81777.29,97800000000.0,6.942925,63.13113,26.17536,7692.0,26.05535,-1245.8099999999977,-0.004411722523366,0.0272392817923532,9.269344865526408e-05,4.20001025814738,10.45174110192686,0.0,0.0,13.577174912701828,3.753451,2.400016021014717,26.05535,2.3666781478818955,3.753451,0,1,Normal
2001,South Africa,76.65309,3.753451,82808.07,0.527583,290010.7,81777.29,99600000000.0,8.615467,52.12337,26.17536,7629.0,26.05535,1030.7800000000134,0.0035542826523297,0.0263059259537665,9.02565319141673e-05,2.699989340842679,2.826956613736664,0.0,0.0,24.08987566479548,3.753451,4.20001025814738,26.05535,3.1000052066682584,3.753451,0,-1,Anomaly
2002,South Africa,76.65309,3.753451,82463.19,0.527583,300742.2,81777.29,104000000000.0,10.50244,45.05727,26.17536,7816.0,27.84063,685.9000000000087,0.0022806909040367,0.0259890364571383,8.703587324958054e-05,3.7003807100910446,-0.4164811473084784,0.0,0.0,21.90215573920717,3.753451,2.699989340842679,26.05535,3.5334601030270343,3.753451,0,-1,Anomaly
2003,South Africa,80.5845,3.753451,78026.44,0.527583,309611.2,81777.29,102000000000.0,7.546392,65.87731,32.05762,8151.0,27.56712,-3750.8499999999913,-0.0121147103205568,0.0263265669975763,0.0001035415385489,2.949037414769196,-5.380279370710738,0.0,22.472508496540257,-28.14629743183489,3.753451,3.7003807100910446,27.84063,3.1164691552343062,3.753451,0,-1,Anomaly
2004,South Africa,78.62827,3.753451,81012.57,0.527583,323712.8,81777.29,106000000000.0,6.439562,85.50712,46.32004,14898.0,25.09258,-764.7199999999866,-0.0023623409392522,0.0460222765364854,0.0001430899241549,4.554615595301459,3.827074514741424,0.0,44.48995277877772,-14.667009081955996,3.753451,2.949037414769196,27.56712,3.734677906720567,3.753451,0,-1,Anomaly
2005,South Africa,79.78401,3.753451,84574.28,0.527583,340795.1,81777.29,109000000000.0,6.36407,93.25641,62.42404,20650.0,24.63161,2796.990000000005,0.0082072482849665,0.0605935942154097,0.0001831717650869,5.276992445155093,4.396490569303002,0.0,34.76680935508691,-1.1723157568791165,3.753451,4.554615595301459,25.09258,4.2602151517419165,3.753451,0,1,Normal
2006,South Africa,81.25395,3.753451,85827.8,0.527583,359892.7,81777.29,114000000000.0,6.768022,98.53073,84.68823,25613.0,23.48972,4050.510000000009,0.0112547712137534,0.0711684343694662,0.000235315220342,5.603836440136623,1.4821527301208004,0.0,35.66605109185501,6.347384613934159,3.753451,5.276992445155093,24.63161,5.145148160197725,3.753451,0,1,Normal
2007,South Africa,85.15063,3.753451,94634.34,0.527583,379184.6,81777.29,119000000000.0,7.052135,100.7394,108.1348,32979.0,22.88476,12857.050000000005,0.0339070996026737,0.0869734688592311,0.0002851771933775,5.360458825644421,10.260708068947345,0.0,27.68574806676205,4.197873470269453,3.753451,5.603836440136623,23.48972,5.413762570312046,3.753451,0,1,Normal
2008,South Africa,90.77144,3.753451,100793.1,0.527583,391284.6,81777.29,118000000000.0,8.272849,87.55699,90.11039,34099.0,22.46765,19015.81000000001,0.048598411488722,0.0871462868714996,0.0002302937299346,3.19105786469176,6.507954723412257,0.0,-16.668463806286226,17.309850137582462,3.753451,5.360458825644421,22.88476,4.718451043490934,3.753451,0,1,Normal
2009,South Africa,97.51484,3.753451,79991.71,0.527583,385266.3,81777.29,102000000000.0,8.418819,83.32664,76.32392,39706.0,23.66736,-1785.5799999999872,-0.0046346643866852,0.1030611813179611,0.000198106919811,-1.5380876221553264,-20.6377123037192,0.0,-15.299534271242187,1.7644465649016228,3.753451,3.19105786469176,22.46765,2.337809689393618,3.753451,1,1,Normal
2010,South Africa,101.4826,3.753451,85221.47,0.527583,396977.4,81777.29,107000000000.0,7.320391,100.0,105.4832,43825.0,24.84056,3444.180000000008,0.0086760102716174,0.1103967127599707,0.0002657158820628,3.0397416021074264,6.537877487554633,0.0,38.20464148067866,-13.047293212979149,3.753451,-1.5380876221553264,23.66736,1.5642372815479533,3.753451,0,-1,Anomaly
2011,South Africa,105.0193,3.753451,89053.65,0.475878,409555.8,94356.73,110000000000.0,7.263198,106.8015,117.9865,48855.0,24.78829,-5303.080000000002,-0.0129483699168709,0.1192877747061572,0.0002880840657121,3.168543095904197,4.496730694741591,15.382559143253594,11.853356743064314,-0.7812834041241778,3.753451,3.0397416021074264,24.84056,1.5567323586187658,3.753451,0,1,Normal
2012,South Africa,109.8348,3.753451,88896.56,0.486714,419369.8,99249.73,112000000000.0,8.207109,98.57431,115.2488,50724.0,24.87962,-10353.169999999998,-0.0246874476893662,0.120952915541367,0.0002748142570113,2.3962546739662915,-0.1763992829041827,5.18563964647778,-2.3203502095578754,12.995804327515238,3.753451,3.168543095904197,24.78829,2.8681797906593047,3.753451,0,1,Normal
2013,South Africa,115.5393,3.753451,92099.27,0.478958,429793.0,103663.5,113000000000.0,9.651338,86.06496,116.7306,49583.0,24.7314,-11564.229999999996,-0.0269065108086916,0.1153648384222172,0.0002715972572843,2.4854436347109488,3.602737833724956,4.447135523693624,1.2857400684432196,17.597292786046825,3.753451,2.3962546739662915,24.87962,2.6834138015271463,3.753451,0,1,Normal
2014,South Africa,122.0254,3.753451,95509.96,0.491937,435869.6,104481.1,114000000000.0,10.84821,77.86637,122.2054,49091.0,25.10207,-8971.14,-0.0205821649410741,0.1126277216855683,0.000280371468898,1.4138434083384332,3.703275824010333,0.7887057643239936,4.690115530974737,12.401099205105016,3.753451,2.4854436347109488,24.7314,2.0985139056718918,3.753451,0,1,Normal
2015,South Africa,128.6377,3.753451,97707.3,0.534655,441631.1,108439.7,114000000000.0,12.7675,68.67682,110.1394,45780.0,25.33703,-10732.399999999994,-0.0243017305620007,0.1036611778473028,0.0002493923095542,1.3218402935189832,2.3006396400961693,3.788819221849682,-9.8735407764305,17.692227565653695,3.753451,1.4138434083384332,25.10207,1.7403757788561218,3.753451,0,1,Normal
2016,South Africa,135.8485,3.753451,97272.05,0.630118,444565.9,102483.5,115000000000.0,14.7061,60.7309,94.5376,47356.0,26.70011,-5211.449999999997,-0.0117225590176844,0.1065218902304472,0.0002126514876647,0.6645365328664665,-0.4454631332561631,-5.49263784388927,-14.165502989847411,15.183865282944977,3.753451,1.3218402935189832,25.33703,1.133406744907961,3.753451,1,-1,Anomaly
2017,South Africa,142.3156,3.753451,99410.3,0.608594,449713.8,103731.4,114000000000.0,13.3143,69.11951,110.7594,50722.0,27.41051,-4321.099999999991,-0.0096085554857333,0.1127872882708958,0.0002462886395747,1.1579610581918145,2.198216239916806,1.2176594281030573,17.1590986020377,-9.464099931321012,3.753451,0.6645365328664665,26.70011,1.0481126281924211,3.753451,0,1,Normal
2018,South Africa,148.3722,3.753451,101205.8,0.555645,456714.8,109292.2,115000000000.0,13.24647,71.42779,115.7001,51641.0,27.08884,-8086.399999999994,-0.0177055790615937,0.113070563949318,0.0002533311817352,1.5567678821508224,1.80615087169036,5.360768291954021,4.460750058234342,-0.5094522430769799,3.753451,1.1579610581918145,27.41051,1.1264218244030344,3.753451,0,1,Normal
2019,South Africa,154.4967,3.753451,98123.56,0.625067,457902.1,109715.0,113000000000.0,14.45282,66.12276,104.7453,55058.0,28.67297,-11591.440000000002,-0.0253142320159702,0.1202396756861346,0.0002287504250362,0.2599653000078028,-3.0455171541551973,0.3868528586669528,-9.468271851104715,9.10695453203758,3.753451,1.5567678821508224,27.08884,0.9915647467834798,3.753451,1,-1,Anomaly
2020,South Africa,159.7275,3.753451,92420.89,0.799374,429654.5,92908.28,99200000000.0,16.48215,54.43977,89.31641,55013.0,29.14864,-487.3899999999994,-0.0011343765746663,0.1280400880242148,0.0002078796102449,-6.168916892934096,-5.8117235045283655,-15.31852527001778,-14.729911509156013,14.041066034171902,3.753451,0.2599653000078028,28.67297,-1.4507279035918237,3.753451,1,-1,Anomaly
2021,South Africa,164.5968,3.753451,104332.7,0.625936,450529.9,102615.0,106000000000.0,14.77829,64.09712,122.3979,57589.0,34.32354,1717.699999999997,0.0038126215374384,0.1278250344760691,0.0002716754204326,4.858648053261394,12.888655367850266,10.44763717507202,37.038535247890046,-10.33760765434122,3.753451,-6.168916892934096,29.14864,-0.3501011798882996,3.753451,0,-1,Anomaly
2022,South Africa,171.7238,3.753451,109154.5,0.553888,459802.4,115033.0,106000000000.0,16.36917,58.88735,117.2563,60570.0,33.54667,-5878.5,-0.0127848397485528,0.1317304998842981,0.0002550145453786,2.05813199079572,4.621561600533686,12.101544608488046,-4.200725666044935,10.764980251436397,3.753451,4.858648053261394,34.32354,0.2492877170410059,3.753451,0,-1,Anomaly
2023,South Africa,180.0477,3.753451,112061.9,0.593284,463508.9,119023.6,106000000000.0,18.43503,51.29487,111.2273,62518.0,32.42098,-6961.700000000012,-0.015019560573702,0.1348798264715089,0.0002399679919846,0.8061071451562762,2.6635640308003694,3.4690914780975968,-5.141727992440492,12.620432190514252,3.753451,2.05813199079572,33.54667,2.5742957297377966,3.753451,1,-1,Anomaly
2024,South Africa,187.8316,3.753451,107779.1,0.650463,465987.9,109989.5,106000000000.0,18.33471,52.7766,117.3579,65459.0,32.62401,-2210.399999999994,-0.0047434708068599,0.1404736045721358,0.000251847526513,0.5348333117228155,-3.8218163354360346,-7.590175393787457,5.511776335485985,-0.5441813764338832,3.753451,0.8061071451562762,32.42098,1.133024149224937,3.753451,1,1,Normal
2025,South Africa,193.7666,3.753451,107779.1,0.650463,471181.9,109989.5,105000000000.0,17.89458,56.16737,148.0885,75892.0,32.35439,-2210.399999999994,-0.0046911818981161,0.1610673075514997,0.0003142915718961,1.1146212165594749,0.0,0.0,26.18536971094405,-2.400528833016724,3.753451,0.5348333117228155,32.62401,0.8185205578128555,3.753451,0,-1,Anomaly
2026,South Africa,197.4517,3.753451,107779.1,0.650463,471181.9,109989.5,105000000000.0,16.44787,56.16737,194.9106,75892.0,32.35439,-2210.399999999994,-0.0046911818981161,0.1610673075514997,0.0004136631733943,0.0,0.0,0.0,31.61764755534695,-8.084626741728496,3.753451,1.1146212165594749,32.35439,0.5498181760940968,3.753451,1,-1,Anomaly
1999,Spain,76.84441,3.753451,163865.9,0.235005,1154650.0,215784.0,379000000000.0,156.1631,66.69143,54.64112,33890.15,13.6,-51918.100000000006,-0.0449643614948252,0.02935101545923,4.732266920711904e-05,4.40892962423094,6.096200525346984,13.59426153780554,5.763181656735439,4.547624259976724,3.753451,4.301980893708168,16.40833,2.903636839313036,3.753451,0,1,Normal
2000,Spain,79.04707,3.753451,183998.0,0.207453,1214698.0,234173.1,396000000000.0,180.5432,66.69143,53.40149,31756.34,11.91667,-50175.100000000006,-0.041306645767096,0.0261434035455726,4.396277099328393e-05,5.200536959251712,12.28571655237607,8.521994216438667,-2.268676044707718,15.61194674029911,3.753451,4.40892962423094,13.6,4.637149159063607,3.753451,0,1,Normal
2001,Spain,81.08177,3.753451,191891.8,0.19686,1262304.0,244983.1,390000000000.0,185.8504,66.98599,43.86198,30322.53,10.575,-53091.30000000002,-0.0420590444140238,0.0240215748345881,3.474755684842954e-05,3.919163446387497,4.290155327775302,4.616243283280608,-17.86375249080129,2.939573464965717,3.753451,5.200536959251712,11.91667,4.509543343290049,3.753451,0,1,Normal
2002,Spain,84.17528,3.753451,197254.0,0.215682,1297087.0,254412.2,389000000000.0,176.5118,73.47009,39.22168,35336.41,11.46667,-57158.20000000001,-0.0440665892110552,0.0272428988957564,3.0238280084527868e-05,2.755516896088417,2.7943872536502434,3.8488777389134254,-10.57932177252373,-5.024794135498234,3.753451,3.919163446387497,10.575,3.958405767242541,3.753451,0,1,Normal
2003,Spain,86.72556,3.753451,210190.9,0.099153,1335211.0,274340.9,395000000000.0,147.2696,90.36151,45.87035,20663.54,11.49167,-64150.00000000003,-0.0480448408528689,0.0154758611185797,3.435438294022443e-05,2.93920145680282,6.558498180011552,7.833232840249016,16.95151763004543,-16.566711120729604,3.753451,2.755516896088417,11.46667,3.2046272664262445,3.753451,0,1,Normal
2004,Spain,88.93992,3.753451,221089.4,0.05163,1376797.0,301362.7,403000000000.0,133.9006,101.683,61.41565,13303.42,10.975,-80273.30000000002,-0.0583043832896207,0.009662586423416,4.4607629156658536e-05,3.1145639153661757,5.185048448814866,9.849716174292643,33.88964767000906,-9.077908814853842,3.753451,2.93920145680282,11.49167,2.936427422752471,3.753451,0,1,Normal
2005,Spain,91.28184,3.753451,221615.9,0.036191,1425690.0,320734.4,405000000000.0,133.88,102.9392,75.51322,10413.85,9.158333,-99118.50000000004,-0.0695231782505313,0.0073044280313392,5.2966086596665474e-05,3.5512134323360645,0.2381389609813933,6.428035055433212,22.95436098128083,-0.0153845464471391,3.753451,3.1145639153661757,10.975,3.2016596015016865,3.753451,0,1,Normal
2006,Spain,93.81405,3.753451,234290.2,0.035343,1483337.0,345562.2,420000000000.0,132.5644,105.9238,95.59944,11527.71,8.441667,-111272.0,-0.075014646031212,0.0077714706772634,6.44489013622663e-05,4.043445629835385,5.719039112265878,7.740922083817625,26.599607327034924,-0.9826710487003232,3.753451,3.5512134323360645,9.158333,3.5697409925125414,3.753451,0,1,Normal
2007,Spain,96.34626,3.753451,243866.7,0.031156,1535751.0,370018.8,429000000000.0,121.5501,118.5775,128.3763,11980.95,8.25,-126152.09999999998,-0.0821435896834838,0.0078013623302215,8.359187133851776e-05,3.5335193553454047,4.087452228048805,7.077336583688831,34.2856192463052,-8.308640932256328,3.753451,4.043445629835385,8.441667,3.709392805838951,3.753451,0,1,Normal
2008,Spain,98.71689,3.753451,249140.4,0.030912,1547533.0,357650.6,397000000000.0,113.6983,119.8016,108.6388,12901.77,11.26667,-108510.19999999998,-0.0701181816478226,0.0083369918444388,7.020128165279836e-05,0.7671816590059111,2.1625338760888457,-3.3425869172052924,-15.374722592877331,-6.459723192329747,3.753451,3.5335193553454047,8.25,2.7813822147289,3.753451,1,1,Normal
2009,Spain,99.85755,3.753451,224239.6,0.064326,1489220.0,299382.3,334000000000.0,119.6776,107.3674,83.96427,18701.93,17.88333,-75142.69999999998,-0.0504577564093955,0.0125582049663582,5.638137414216839e-05,-3.768126430906482,-9.994685727405106,-16.29196204340213,-22.712447118340783,5.258917679507946,3.753451,0.7671816590059111,11.26667,0.1775248611482779,3.753451,1,1,Normal
2010,Spain,101.0333,3.753451,259461.8,0.062253,1490621.0,326540.5,337000000000.0,125.627,100.0,82.18726,19634.46,19.85,-67078.70000000001,-0.0450005065003109,0.0131720001261219,5.513625529225738e-05,0.0940760935254747,15.707395125571022,9.07141136934282,-2.116388316125428,4.971189261816744,3.753451,-3.768126430906482,17.88333,-0.968956226125032,3.753451,1,1,Normal
2011,Spain,102.5854,3.753451,286071.5,0.091693,1481083.0,330444.7,332000000000.0,119.654,98.39386,77.78817,33329.67,21.40833,-44373.20000000001,-0.0299599684825225,0.0225035801504709,5.252114162406833e-05,-0.6398675451372293,10.255729359774746,1.1956250449791206,-5.3525205731399295,-4.754551171324639,3.753451,0.0940760935254747,19.85,-1.437972627506079,3.753451,1,1,Normal
2012,Spain,104.1013,3.753451,290835.8,0.110295,1438648.0,306717.3,311000000000.0,129.4293,83.88009,56.79598,36009.65,24.8,-15881.5,-0.0110391840116553,0.0250302019674027,3.947871890830836e-05,-2.8651331491888032,1.6654228051378617,-7.180445018485704,-26.98635280917393,8.169639126147077,3.753451,-0.6398675451372293,21.40833,-1.1369748669335191,3.753451,1,-1,Anomaly
2013,Spain,105.63,3.753451,306345.4,0.107819,1418113.0,316315.3,305000000000.0,125.2953,82.0928,67.09534,35917.93,26.1,-9969.899999999963,-0.0070303988469183,0.0253279745690223,4.731311256578283e-05,-1.4273818195972845,5.332768524370124,3.1292659396779943,18.13395948093508,-3.194021755506682,3.753451,-2.8651331491888032,24.8,-1.6441275046411057,3.753451,1,1,Normal
2014,Spain,105.596,3.753451,316827.8,0.113606,1439676.0,341834.5,309000000000.0,125.4115,82.79711,81.25408,39952.99,24.45833,-25006.70000000001,-0.0173696720651035,0.0277513760040453,5.643914325167607e-05,1.5205417339803071,3.421758577083245,8.067646427472841,21.102419333444036,0.092740908876876,3.753451,-1.4273818195972845,26.1,-0.9239910782685934,3.753451,0,1,Normal
2015,Spain,105.9925,3.753451,327962.4,0.147066,1498138.0,363824.5,319000000000.0,149.8783,72.14376,68.76964,44816.74,22.06667,-35862.09999999998,-0.023937781432685,0.0299149611050517,4.590340809725138e-05,4.060774785437826,3.514401198379691,6.432937576517284,-15.36469307141255,19.50921566204056,3.753451,1.5205417339803071,24.45833,1.3846448999402832,3.753451,0,1,Normal
2016,Spain,106.6952,3.753451,339981.0,0.175513,1541812.0,373896.5,325000000000.0,150.4756,74.49891,55.76593,53092.05,19.64167,-33915.5,-0.0219971695641232,0.0344348403047842,3.616908546567285e-05,2.9152187582185407,3.664627408507792,2.7683677157530617,-18.909085462712905,0.3985233352659989,3.753451,4.060774785437826,22.06667,2.832178425878892,3.753451,0,1,Normal
2017,Spain,108.0399,3.753451,367285.0,0.170389,1586464.0,394111.4,334000000000.0,147.5746,76.95512,67.02253,58121.07,17.25,-26826.400000000023,-0.0169095548338947,0.0366356059765617,4.2246486526010047e-05,2.896072932367888,8.031037028539822,5.406549673505912,20.185442975666334,-1.9278873119628612,3.753451,2.9152187582185407,19.64167,3.290688825341418,3.753451,0,1,Normal
2018,Spain,109.2072,3.753451,366867.7,0.157999,1624466.0,398330.4,336000000000.0,140.8955,81.04915,65.8654,59498.93,15.25833,-31462.70000000001,-0.0193680261698305,0.0366267622714171,4.054587784539658e-05,2.3953899993948813,-0.1136174905046472,1.0705095056879887,-1.726479140671067,-4.525914351114624,3.753451,2.896072932367888,17.25,2.735560563327103,3.753451,0,1,Normal
2019,Spain,110.3415,3.753451,370614.0,0.170516,1656325.0,402421.8,338000000000.0,148.6037,78.56954,59.24788,61428.13,14.11667,-31807.79999999999,-0.019203839826121,0.037087002852701,3.577068510105203e-05,1.961198326096092,1.0211583085673714,1.027137270969014,-10.047035317480791,5.470863157446471,3.753451,2.3953899993948813,15.25833,2.41755375261962,3.753451,0,1,Normal
2020,Spain,110.907,3.753451,336884.6,0.206204,1475122.0,354268.4,307000000000.0,145.9893,74.8564,49.26803,64677.75,15.54167,-17383.800000000047,-0.0117846523880736,0.0438456954746793,3.3399291719600146e-05,-10.940063091482656,-9.10095139417292,-11.965902443654883,-16.844231388532382,-1.7593101652247034,3.753451,1.961198326096092,14.11667,-2.1944915886638943,3.753451,1,-1,Anomaly
2021,Spain,111.5129,3.753451,375102.4,0.188641,1573706.0,394922.1,329000000000.0,140.6383,80.93713,58.51868,76325.55,14.925,-19819.699999999957,-0.0125942838115886,0.0485005140731496,3.7185268404644834e-05,6.683108244606206,11.344478198172324,11.475395491102214,18.77617189077785,-3.665337117172285,3.753451,-10.940063091482656,15.54167,-0.7652521735934528,3.753451,0,1,Normal
2022,Spain,115.7365,3.753451,390769.0,0.160228,1673957.0,424512.9,337000000000.0,158.2326,73.62675,49.77349,77105.69,13.05,-33743.90000000002,-0.0201581641583386,0.0460619299062042,2.973403139985077e-05,6.370376677727596,4.176619504433976,7.492819469966361,-14.9442707866958,12.510319024049643,3.753451,6.683108244606206,14.925,0.704473943617049,3.753451,0,1,Normal
2023,Spain,120.7148,3.753451,370167.0,0.185529,1715151.0,401522.0,332000000000.0,153.86,77.46235,57.59181,85087.6,12.18333,-31355.0,-0.0182811892363995,0.0496093929922205,3.3578273866266005e-05,2.460875637785209,-5.27216846781603,-5.415830708560332,15.707799473173376,-2.7634002095648924,3.753451,6.370376677727596,13.05,5.171453520039671,3.753451,0,1,Normal
2024,Spain,124.2133,3.753451,364816.0,0.184444,1774412.0,404535.7,333000000000.0,153.8156,78.84316,67.45977,84822.51,11.36667,-39719.70000000001,-0.0223847111042982,0.0478031652175481,3.801809838977645e-05,3.455147680874737,-1.4455637590600978,0.7505690846329793,17.13431128488583,-0.0288574028337595,3.753451,2.460875637785209,12.18333,4.095466665462514,3.753451,0,1,Normal
2025,Spain,127.562,3.753451,364816.0,0.184444,1824539.0,404535.7,337000000000.0,147.5997,85.88239,92.01686,89759.42,10.50833,-39719.70000000001,-0.0217697182685599,0.0491956707968423,5.043293675827154e-05,2.824992166419072,0.0,0.0,36.40257000579752,-4.041137569921371,3.753451,3.455147680874737,11.36667,2.9136718283596728,3.753451,0,1,Normal
2026,Spain,129.8252,3.753451,364816.0,0.184444,1824539.0,404535.7,337000000000.0,142.5572,85.88239,116.5043,89759.42,10.50833,-39719.70000000001,-0.0217697182685599,0.0491956707968423,6.38541023239295e-05,0.0,0.0,0.0,26.61190568771854,-3.4163348570491747,3.753451,2.824992166419072,10.50833,2.093379949097936,3.753451,1,1,Normal
2000,Sri Lanka,101.8832,3.753451,243224.5,0.305587,56111.24,220158.0,17700000000.0,76.82271,91.92693,21.19876,1194.891,7.6,23066.5,0.4110851943389595,0.0212950382133775,0.0003777988153532,0.0,0.0,0.0,-16.740007823755,8.773038943820177,3.753451,0.0,8.9,0.0,3.753451,1,1,Normal
2001,Sri Lanka,101.8832,3.753451,243224.5,0.305587,56111.24,220158.0,17700000000.0,89.42545,91.92693,16.23489,1479.874,7.9,23066.5,0.4110851943389595,0.0263739314975038,0.0002893340086585,0.0,0.0,0.0,-23.415850738439413,16.40496670841214,3.753451,0.0,7.6,0.0,3.753451,1,1,Normal
2002,Sri Lanka,101.8832,3.753451,243224.5,0.305587,56111.24,220158.0,17700000000.0,95.61231,91.92693,23.66116,1875.652,8.8,23066.5,0.4110851943389595,0.0334273846024432,0.0004216830709854,0.0,0.0,0.0,45.742656710331886,6.91845554034114,3.753451,0.0,7.9,0.0,3.753451,1,1,Normal
2003,Sri Lanka,101.8832,3.753451,243224.5,0.305587,56111.24,220158.0,17700000000.0,96.5086,91.92693,33.27873,2604.748,8.1,23066.5,0.4110851943389595,0.0464211448543999,0.000593084914894,0.0,0.0,0.0,40.64707731996236,0.9374211333247784,3.753451,0.0,8.8,0.0,3.753451,1,1,Normal
2004,Sri Lanka,101.8832,3.753451,243224.5,0.305587,56111.24,220158.0,17700000000.0,101.1932,91.92693,42.93001,2451.766,8.1,23066.5,0.4110851943389595,0.0436947392358465,0.0007650875296999,0.0,0.0,0.0,29.001347106695484,4.854075180864714,3.753451,0.0,8.1,0.0,3.753451,1,1,Normal
2005,Sri Lanka,101.8832,3.753451,243224.5,0.305587,56111.24,220158.0,17700000000.0,100.4508,91.92693,64.04018,3047.03,7.7,23066.5,0.4110851943389595,0.0543033802140177,0.0011413075169965,0.0,0.0,0.0,49.17345698265618,-0.7336461343252387,3.753451,0.0,8.1,0.0,3.753451,1,1,Normal
2006,Sri Lanka,101.8832,3.753451,243224.5,0.305587,56111.24,220158.0,17700000000.0,103.95,91.92693,71.35988,3135.227,6.5,23066.5,0.4110851943389595,0.0558752043262633,0.0012717573163594,0.0,0.0,0.0,11.429855443879134,3.483496398236752,3.753451,0.0,7.7,0.0,3.753451,0,1,Normal
2007,Sri Lanka,101.8832,3.753451,243224.5,0.343872,56111.24,220158.0,17700000000.0,110.5909,91.92693,77.90235,3886.578,6.0,23066.5,0.4110851943389595,0.0692655874295417,0.0013883555237774,0.0,0.0,0.0,9.16827494665069,6.388552188552188,3.753451,0.0,6.5,0.0,3.753451,0,1,Normal
2008,Sri Lanka,101.8832,3.753451,243224.5,0.20064,56111.24,220158.0,17700000000.0,108.3508,91.92693,68.97718,2839.093,5.4,23066.5,0.4110851943389595,0.0505975808055569,0.0012292934535041,0.0,0.0,0.0,-11.456868759414828,-2.025573532722857,3.753451,0.0,6.0,0.0,3.753451,0,1,Normal
2009,Sri Lanka,101.8832,3.753451,243224.5,0.521235,56111.24,220158.0,17700000000.0,114.9601,91.92693,65.8617,5308.621,5.9,23066.5,0.4110851943389595,0.0946088698093287,0.0011737701751021,0.0,0.0,0.0,-4.516682183875886,6.09990881470186,3.753451,0.0,5.4,0.0,3.753451,0,1,Normal
2010,Sri Lanka,101.8832,3.753451,243224.5,0.573127,56111.24,220158.0,17700000000.0,113.0404,91.92693,143.6934,7716.415,4.9,23066.5,0.4110851943389595,0.1375199514393194,0.0025608665928608,0.0,0.0,0.0,118.17444736470514,-1.6698837248749765,3.753451,0.0,5.9,0.0,3.753451,0,-1,Anomaly
2011,Sri Lanka,101.8832,3.753451,243224.5,0.354324,60860.61,220158.0,19000000000.0,110.5384,91.92693,202.5058,7185.328,4.2,23066.5,0.3790054026734205,0.1180620437422497,0.0033273705275053,8.464204319847513,0.0,0.0,40.92908929707279,-2.213367964019952,3.753451,0.0,4.9,2.8214014399491707,3.753451,0,1,Normal
2012,Sri Lanka,101.8832,3.753451,243224.5,0.382486,66512.24,220158.0,19300000000.0,127.6413,91.92693,136.7022,7334.513,4.0,23066.5,0.3468008294413178,0.1102731316822287,0.00205529388275,9.286186911370107,0.0,0.0,-32.49467422661474,15.472360736178569,3.753451,8.464204319847513,4.2,5.91679707707254,3.753451,0,1,Normal
2013,Sri Lanka,101.8832,3.753451,243224.5,0.415909,68885.5,220158.0,19200000000.0,129.1335,91.92693,148.7367,7495.27,4.4,23066.5,0.3348527629181758,0.108807659086455,0.0021591873471194,3.568155274878726,0.0,0.0,8.803442812185903,1.1690573505597213,3.753451,9.286186911370107,4.0,7.106182168698783,3.753451,0,1,Normal
2014,Sri Lanka,101.8832,3.753451,243224.5,0.422855,72240.72,220158.0,20300000000.0,130.593,91.92693,164.4282,8208.41,4.3,23066.5,0.3193005274587518,0.1136258055013848,0.0022761151882207,4.870720253173744,0.0,0.0,10.54985084380653,1.1302256966627455,3.753451,3.568155274878726,4.4,5.908354146474193,3.753451,0,1,Normal
2015,Sri Lanka,101.8832,3.753451,243224.5,0.38537,69497.9,220158.0,22200000000.0,136.051,91.92693,170.2277,7303.64,4.7,23066.5,0.3319021150279361,0.1050915207509867,0.0024493934349095,-3.796778326683359,0.0,0.0,3.527071390430603,4.179397058035272,3.753451,4.870720253173744,4.3,1.5473657337897038,3.753451,1,1,Normal
